Nick_Addition,Kingdom,Phylum,Class,Genus,Taxon,Algal Type,Authority,Authority Source,Synonym(s),Synonym Authority,Synonym Authority Source,Taxonomic Classification Source,Growth Habit,Habitat Type,Salinity Range
,Chromista,Bacillariophyta,Bacillariophyceae,Encyonema,Encyonema minutum,Biraphid Pennate Diatom,(Hilse) D.G. Mann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Encyonema,Encyonema silesiacum,Biraphid Pennate Diatom,(Bleisch) D.G. Mann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Encyonema,Encyonema sp.,Biraphid Pennate Diatom,Kützing,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Encyonopsis,Encyonopsis microcephala,Biraphid Pennate Diatom,(Grunow) Krammer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Encyonopsis,Encyonopsis sp.,Biraphid Pennate Diatom,K. Krammer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis cf. paludosa,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis paludosa,Biraphid Pennate Diatom,(W. Smith) Reimer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis paludosa var. subsalina,Biraphid Pennate Diatom,(Cleve) Krammer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis pulchra,Biraphid Pennate Diatom,(J.W. Bailey) Reimer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Entomoneis,Entomoneis sp.,Biraphid Pennate Diatom,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Epithemia,Epithemia adnata,Biraphid Pennate Diatom,(Kützing) Brébisson,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Epithemia,Epithemia sorex,Biraphid Pennate Diatom,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Epithemia,Epithemia sp.,Biraphid Pennate Diatom,Brébisson,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Epithemia,Epithemia turgida,Biraphid Pennate Diatom,(Ehrenberg) Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Epithemia,Epithemia zebra,Biraphid Pennate Diatom,(Ehrenberg) Kützing,www.algaebase.org,Epithemia adnata,(Kützing) Brébisson,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Eunotia,Eunotia cf. eruca,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Eunotia,Eunotia formica,Biraphid Pennate Diatom,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Eunotia,Eunotia pectinalis,Biraphid Pennate Diatom,(Kützing) Rabenhorst,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Eunotia,Eunotia perpusilla,Biraphid Pennate Diatom,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Eunotia,Eunotia sp.,Biraphid Pennate Diatom,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Fallacia,Fallacia pygmaea,Biraphid Pennate Diatom,(Kützing) A.J. Stickle and D.G. Mann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
,Chromista,Bacillariophyta,Bacillariophyceae,Fragilariopsis,Fragilariopsis kerguelensis,Biraphid Pennate Diatom,(O'Meara) Hudstedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
,Chromista,Bacillariophyta,Bacillariophyceae,Frustulia,Frustulia rhomboides,Biraphid Pennate Diatom,(Ehrenberg) De Toni,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic or terrestrial,freshwater or terrestrial
,Chromista,Bacillariophyta,Bacillariophyceae,Frustulia,Frustulia sp.,Biraphid Pennate Diatom,Rabenhorst,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Frustulia,Frustulia vulgaris,Biraphid Pennate Diatom,(Thwaites) De Toni,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Geissleria,Geissleria cf. punctifera,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Geissleria,Geissleria decussis,Biraphid Pennate Diatom,(Østrup) Lange-Bertalot and Metzeltin,www.algaebase.org,Navigeia decussis,(Østrup) Bukhtiyarova,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Gomphoneis,Gomphoneis minuta,Biraphid Pennate Diatom,(Stone) Kociolek and Stoermer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Gomphoneis,Gomphoneis sp.,Biraphid Pennate Diatom,Cleve,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Gomphonema,Gomphonema angustatum,Biraphid Pennate Diatom,(Kützing) Rabenhorst,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Gomphonema,Gomphonema constrictum,Biraphid Pennate Diatom,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Gomphonema,Gomphonema herculeanum,Biraphid Pennate Diatom,Ehrenberg,www.algaebase.org,Gomphoneis herculeana,(Ehrenberg) Cleve,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Gomphonema,Gomphonema lowei,Biraphid Pennate Diatom,"Kociolek, Spaulding, Sabbe, and Vyverman",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Gomphonema,Gomphonema mexicanum,Biraphid Pennate Diatom,Grunow,www.algaebase.org,Gomphonema subclavatum var. mexicanum,(Grunow) R.M. Patrick,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Gomphonema,Gomphonema olivaceum,Biraphid Pennate Diatom,(Horneman) Brébisson,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Gomphonema,Gomphonema parvulum,Biraphid Pennate Diatom,(Kützing) Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Gomphonema,Gomphonema sp.,Biraphid Pennate Diatom,Ehrenberg,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma acuminatum,Biraphid Pennate Diatom,(Kützing) Rabenhorst,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. fasciola var. globifera,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. macrum,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. macrum alt.,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,marine
,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. spencerii,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma fasciola,Biraphid Pennate Diatom,(Ehrenberg) J.W. Griffith and Henfrey,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma macrum,Biraphid Pennate Diatom,(W. Smith) J.W. Griffiths and Henfrey,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,marine
,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma scalproides,Biraphid Pennate Diatom,(Rabenhorst) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,Biraphid Pennate Diatom,Hassall,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Halamphora,Halamphora sp.,Biraphid Pennate Diatom,(Cleve) Levkov,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
,Chromista,Bacillariophyta,Bacillariophyceae,Hantzschia,Hantzschia amphioxys,Biraphid Pennate Diatom,(Ehrenberg) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Hantzschia,Hantzschia sp.,Biraphid Pennate Diatom,Grunow,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Hantzschia,Hantzschia virgata,Biraphid Pennate Diatom,(Roper) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Hippodonta,Hippodonta capitata,Biraphid Pennate Diatom,"(Ehrenberg) Lange-Bertalot, Metzeltin and Witkowski",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Hippodonta,Hippodonta cf. capitata,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Hippodonta,Hippodonta sp.,Biraphid Pennate Diatom,"Lange-Bertalot, Witkowski, et Metzeltin",Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Lemnicola,Lemnicola hungarica,Monoraphid Pennate Diatom,(Grunow) F.E. Round and P.W. Basson,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Luticola,Luticola goeppertiana,Biraphid Pennate Diatom,"(Bleisch) D.G. Mann ex. J. Rarick, S. Wu, S.S. Lee and Edlund",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Mastogloia,Mastogloia braunii,Biraphid Pennate Diatom,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
,Chromista,Bacillariophyta,Bacillariophyceae,Mastogloia,Mastogloia sp.,Biraphid Pennate Diatom,Thwaites ex Smith,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula amphiceropsis,Biraphid Pennate Diatom,Lange-Bertalot and Rumrich,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula antonii,Biraphid Pennate Diatom,Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula bacillum,Biraphid Pennate Diatom,Ehrenberg,www.algaebase.org,Sellaphora bacillum,(Ehrenberg) D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula capitatoradiata,Biraphid Pennate Diatom,Germain,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula cf. antonii,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula cf. gregaria,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula cf. rhynchotella,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula cf. rostellata,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula cf. salinarum,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,brackish
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula confervacea,Biraphid Pennate Diatom,(Kützing) Grunow,www.algaebase.org,Diadesmis confervacea,Kützing,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula cryptocephala,Biraphid Pennate Diatom,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula cuspidata,Biraphid Pennate Diatom,(Kützing) Kützing,www.algaebase.org,Craticula cuspidata,(Kützing) D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula exigua,Biraphid Pennate Diatom,(W. Gregory) Grunow,www.algaebase.org,Placoneis exigua,(W. Gregory) Mereschkovsky,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula gregaria,Biraphid Pennate Diatom,Donkin,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula hungarica,Biraphid Pennate Diatom,Grunow,www.algaebase.org,Hippodonta hungarica,"(Grunow) Lange-Bertalot, Metzeltin and Witkowski",www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula lanceolata,Biraphid Pennate Diatom,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula pupula,Biraphid Pennate Diatom,Kützing,www.algaebase.org,Sellaphora pupula,(Kützing) Mereschkowsky,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater to brackish
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula pygmaea,Biraphid Pennate Diatom,Kützing,www.algaebase.org,Fallacia pygmaea,(Kützing) A.J. Stickle and D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula radiosa,Biraphid Pennate Diatom,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula rostellata,Biraphid Pennate Diatom,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula sp.,Biraphid Pennate Diatom,Bory de St.-Vincent,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula tripunctata,Biraphid Pennate Diatom,(O.F. Müller) Bory de Saint-Vincent,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula trivialis,Biraphid Pennate Diatom,Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula viridula,Biraphid Pennate Diatom,(Kützing) Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navicula,Navicula viridula var. rostellata,Biraphid Pennate Diatom,(Kützing) Cleve,www.algaebase.org,Navicula rostellata,Kützing,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Navigeia,Navigeia decussis,Biraphid Pennate Diatom,(Østrup) Bukhtiyarova,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Neidium,Neidium affine,Biraphid Pennate Diatom,(Ehrenberg) Pfizer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Neidium,Neidium apiculatum,Biraphid Pennate Diatom,Reimer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Neidium,Neidium bisulcatum,Biraphid Pennate Diatom,(Lagerstedt) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Neidium,Neidium dubium,Biraphid Pennate Diatom,(Ehrenberg) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Neidium,Neidium sp.,Biraphid Pennate Diatom,Pfitzer,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia acicularis,Biraphid Pennate Diatom,(Kützing) W. Smith,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia amphibia,Biraphid Pennate Diatom,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia angustata,Biraphid Pennate Diatom,(W. Smith) Grunow,www.algaebase.org,Tryblionella angustata,W. Smith,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia apiculata,Biraphid Pennate Diatom,(W. Gregory) Grunow,www.algaebase.org,Tryblionella apiculata,W. Gregory,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia brevissima,Biraphid Pennate Diatom,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia capitellata,Biraphid Pennate Diatom,Hustedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. dissipata,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,unknown
,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. sigma,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,unknown
,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. thermaloides,Biraphid Pennate Diatom,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,unknown
,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia clausii,Biraphid Pennate Diatom,Hantzsch,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
,Chromista,Bacillariophyta,Bacillariophyceae,Nitzschia,Nitzschia denticula,Biraphid Pennate Diatom,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
