station,SM01,SM02,SM03,SM04,SM05,SM06,SM07,SM08,SM09,SM10,SM11,SM12,SM13,SM14,SM15,SM16,SM17,SM18,SM19,SM20,SM21,SM22,SM24,SM25,SM26,SM27,SM28,SM29,SM30,SM31,SM32,SM33,SM34,SM35,SM38,SM40,SM41,SM42,SM43,SM44,SM45,SM49,SM50,SM51,SM52
SM11,19942.9798890786,11515.506596144443,12348.702001816957,14052.566457349649,7516.484740629813,19547.97383248642,3223.614304751094,17054.28282773103,14012.555873903915,20306.333810855856,0,6695.664347379877,11595.106982965208,15209.290000446015,20391.099710869596,19535.927965457682,17713.54954230438,14954.446635558646,16031.33304598657,14022.230139240817,16410.184272212085,17654.282827731015,11837.391301206992,11929.603446298013,10018.535723754658,8990.420428817202,1536.560675764816,1107.952427605901,2720.0060565921794,6121.821058738655,18670.279317619672,5443.863339409881,4486.403865025446,8694.034909195048,22856.991336774205,17115.09981025022,18479.11825503409,15271.165827428205,18179.940353649396,10403.702942313017,4789.10461211112,4181.073779135534,22196.831115304092,14212.477468534233,23356.67618555685
SM12,13304.610443386251,4877.137150452078,5710.332556124591,15553.716936489494,842.7050983124842,12909.604386794072,4268.9417447795695,10415.913382038665,7374.186428211553,13667.96436516351,6695.664347379877,0,13096.257462105055,16710.440479585865,21892.250190009436,12897.558519765349,11075.180096612026,8316.07718986628,9392.963600294204,7383.860693548451,9771.814826519721,11015.913382038661,5199.021855514626,5291.234000605648,3380.166278062295,2352.0509831248423,5212.54734707705,6633.367740326987,6171.485681125875,7622.971537878505,20171.429796759505,2114.675970702269,5970.34219907427,10195.185388334896,16218.621891081899,10476.730364557861,11840.748809341745,8632.79638173584,11541.57090795705,3765.3334966206535,8938.291040322676,7115.584236644815,15558.461669611777,7574.108022841868,24857.82666469669
SM13,26298.653114538793,17871.179821604674,18704.375227277178,2519.5915087404032,13872.157966090053,25903.647057946637,8901.822764104023,23409.95605319122,20368.229099364133,26662.00703631605,11595.106982965208,13096.257462105055,0,3676.3150518367706,8858.124762260377,25891.601190917907,24069.222767764593,21310.11986101885,22387.00627144677,20377.903364701033,22765.85749767229,24009.95605319123,18193.064526667218,18285.276671758238,16374.208949214893,15346.093654277438,10058.5463072004,11452.644862719335,13458.882449682485,5500.007761957552,7137.30436901044,11136.418624071239,7125.915263030788,2927.793911501157,29212.66456223443,23470.773035710426,24834.79148049431,21626.839052888412,24535.613579109617,16759.376167773255,16225.68780887928,14402.981005201425,28552.504340764313,20568.150693994445,11823.701236947642
SM14,22723.402374514655,21485.36283908545,22318.558244757955,1156.7235430963674,17486.34098357085,27641.68036115686,12516.00578158483,25621.609128502205,23982.412116844916,26122.989356401453,15209.290000446015,16710.440479585865,3676.3150518367706,0,5199.0218555146275,23233.727168681686,27683.405785245384,24924.302878499642,26001.189288927562,23992.086382181824,26380.04051515308,27624.13907067202,21807.24754414801,21899.45968923903,19988.391966695686,18960.276671758234,13672.72932468121,15066.827880200144,17073.06546716329,9114.19077943836,3478.201462264689,14750.601641552048,10740.098280511596,6541.976928981964,30568.652938912008,27084.956053191218,28448.9744979751,25241.022070369203,28149.796596590408,20373.559185254042,19839.87082636007,18017.16402268222,29402.91265639714,24182.333711475236,8164.598330201891
SM15,20111.927101207795,26667.17254950902,27500.367955181526,6338.533253519972,22668.150693994423,25030.205087849998,17697.81549200843,23010.133855195345,29164.221827268488,23511.51408309459,20391.099710869596,21892.250190009436,8858.124762260377,5199.0218555146275,0,20622.25189537482,32865.21549566896,25150.05280396419,26028.16809890163,29173.896092605402,31561.850225576658,32805.9487810956,26989.057254571588,27081.269399662608,25170.201677119265,24142.086382181813,18854.539035104804,20248.63759062373,22254.87517758687,14296.000489861968,1720.820393249937,19932.411351975636,15921.907990935204,11723.78663940557,27957.17766560514,28800.796497209772,30164.81494199364,30422.83178079278,33331.606307013986,25555.36889567762,25021.68053678365,23198.9737331058,26791.437383090273,29364.143421898814,3240.826449842115
SM16,785.4101966249684,8122.636160265721,7222.636160265721,24373.238566687025,12103.62453694333,5383.117000302824,17064.28547359246,2508.366975457677,9455.09563465016,3931.2305898749046,19535.927965457682,12897.558519765349,25891.601190917907,23233.727168681686,20622.25189537482,0,15477.895602743502,4648.285924226553,5526.401219164006,11243.049767621435,14174.530332651198,15074.69490534812,11095.349961031825,11248.708234035888,11179.038319925796,10545.507536640502,18052.810965154877,19473.631358404804,19011.749299203697,20418.315266691374,19755.525706417022,14910.019699515162,18765.685927887153,22990.529117147747,8310.089578057981,8299.029617472179,9663.048062256063,11481.903639708393,15600.352431266505,11892.806789554825,21778.55465840047,19955.84785472263,7144.349295543103,12814.034733568296,22864.94999659904
SM17,15884.947526364405,9016.084186954515,9784.282238488462,26526.682242149025,10267.88519492451,13847.479349526353,15241.907050439142,12996.25046501682,6900.91526303079,15400.594644463807,17713.54954230438,11075.180096612026,24069.222767764593,27683.405785245384,32865.21549566896,15477.895602743502,0,11011.168648916382,10344.19948189197,4348.614304751097,1320.5774151833275,4110.74633910706,5876.158241097396,7351.07983572771,7987.475938795604,8723.129113487184,16230.432542001565,17651.2529352515,17189.37087605039,18595.936843538075,31144.39510241903,13087.641276361837,16943.307504733843,21168.150693994452,14902.645627588647,9160.75410106461,10524.772545848491,4988.861634044511,2819.756081437326,10109.689789251997,19956.17623524718,18133.469431569327,16496.336632344053,3549.8431892606295,35830.79197035623
SM18,5055.33784784746,3541.154830366654,2641.154830366654,23767.579335403283,7522.143207044263,4650.822098615308,12482.804143693396,2166.6407864998737,4988.368680823049,5418.6917696247165,14954.446635558646,8316.07718986628,21310.11986101885,24924.302878499642,25150.05280396419,4648.285924226553,11011.168648916382,0,1169.5915087404032,6776.322813794319,9707.803378824083,10607.967951521005,6513.868631132753,6667.226904136816,6597.556990026724,5964.0262067414305,13471.329635255815,14892.150028505754,14430.267969304643,15836.83393679233,24283.32661500641,10328.53836961609,14184.204597988097,18409.047787248717,8398.615069620402,3832.302663645068,5196.32110842895,7015.176685881278,11133.62547743939,7311.325459655754,17197.07332850144,15374.366524823583,7299.679381433011,8347.30777974118,27392.750905188426
SM19,5933.453142784909,4618.041240794574,3718.041240794574,24844.465745831203,8599.029617472186,3516.6407864998732,13559.69055412132,3044.7560814373264,4321.399513798636,5069.7560814373255,16031.33304598657,9392.963600294204,22387.00627144677,26001.189288927562,26028.16809890163,5526.401219164006,10344.19948189197,1169.5915087404032,0,6109.353646769909,9040.83421179967,9940.998784496593,7564.9267107264295,7744.1133145647345,7674.443400454642,7040.912617169349,14548.216045683736,15969.036438933674,15507.154379732563,16913.72034722025,25161.441909943864,11405.42478004401,15261.091008416017,19485.934197676637,7264.433757504968,3165.333496620654,4529.351941404538,6348.207518856868,10466.656310414977,8388.21187008367,18273.95973892936,16451.2529352515,6165.498069317578,7680.33861271677,28270.86620012588
SM20,11650.101691242338,5248.450496923479,6016.648548457424,22835.362839085465,6576.565791860936,9612.633514404288,11550.587647375567,8761.404629894752,2666.0694279087256,11165.748809341741,14022.230139240817,7383.860693548451,20377.903364701033,23992.086382181824,29173.896092605402,11243.049767621435,4348.614304751097,6776.322813794319,6109.353646769909,0,3045.2490346587883,3945.413607355712,2184.8388380338206,3659.760432664133,4296.156535732026,5031.809710423607,12539.113138937986,13959.933532187924,13498.051472986814,14904.617440474502,27453.075699355457,9396.321873298259,13251.988101670267,17476.831290930884,10667.799792466587,4925.908265942546,6289.926710726431,1248.9356881873898,4471.0711332740975,6418.370386188422,16264.856832183614,14442.150028505754,12261.490797221993,1990.4119019903405,32139.472567292643
SM21,14581.582256272102,7712.71891686221,8480.916968396155,25223.31697205672,8964.519924832206,12544.11407943405,13938.541780346837,11692.885194924516,5597.549992938486,14097.229374371504,16410.184272212085,9771.814826519721,22765.85749767229,26380.04051515308,31561.850225576658,14174.530332651198,1320.5774151833275,9707.803378824083,9040.83421179967,3045.2490346587883,0,2790.168923923731,4572.792971005093,6047.714565635407,6684.110668703301,7419.7638433948805,14927.067271909262,16347.8876651592,15886.00560595809,17292.571573445774,29841.029832326727,11784.276006269534,15639.942234641543,19864.78542390215,13599.280357496344,7857.388830972305,9221.407275756188,3685.4963639522057,2277.050983124843,8806.324519159694,18652.81096515488,16830.104161477026,15192.97136225175,2246.4779191683224,34527.426700263924
SM22,15481.746828969024,8956.81747238115,9725.015523915097,26467.41552757566,10208.618480351146,13444.278652130972,15182.640335865777,12593.049767621438,6497.714565635409,14997.393947068425,17654.282827731015,11015.913382038661,24009.95605319123,27624.13907067202,32805.9487810956,15074.69490534812,4110.74633910706,10607.967951521005,9940.998784496593,3945.413607355712,2790.168923923731,0,5816.891526524036,7291.8131211543505,7928.209224222244,8663.862398913823,16171.165827428205,17591.986220678136,17130.10416147703,18536.670128964706,31085.12838784566,13028.374561788478,16884.040790160485,21108.883979421083,14499.44493019327,8757.553403669228,10121.571848453112,4585.660936649128,2339.1830174808065,10050.423074678638,19896.909520673813,18074.202716995962,16093.135934948676,3490.576474687263,35771.52525578288
SM24,11502.401884652729,3139.925945857122,3908.1239973910688,20650.52400105165,4391.72695382711,11068.206578360809,9365.748809341741,8613.704823305143,3278.937393552761,11865.755806429988,11837.391301206992,5199.021855514626,18193.064526667218,21807.24754414801,26989.057254571588,11095.349961031825,5876.158241097396,6513.868631132753,7564.9267107264295,2184.8388380338206,4572.792971005093,5816.891526524036,0,1474.9215946303138,2111.3176976982063,2846.970872389785,10354.274300904164,11775.094694154102,11313.212634952992,12719.77860244068,25268.23686132165,7211.483035264437,11067.149263636446,15291.992452897071,12123.372856423108,6381.4813298990675,7745.499774682951,3433.77452622121,6342.54905244242,4233.5315481546,14080.017994149792,12257.311190471932,13717.063861178514,2375.086167327237,29954.633729258836
SM25,11655.760157656792,3293.2842188611844,4061.4822703951313,20742.73614614267,4483.939098918133,11260.754101064611,9457.960954432763,8767.063096309206,4673.528902293164,12019.114079434052,11929.603446298013,5291.234000605648,18285.276671758238,21899.45968923903,27081.269399662608,11248.708234035888,7351.07983572771,6667.226904136816,7744.1133145647345,3659.760432664133,6047.714565635407,7291.8131211543505,1474.9215946303138,0,2190.168923923731,2939.1830174808065,10446.486445995188,11867.306839245126,11405.424780044015,12811.990747531703,25360.44900641267,7303.69518035546,11159.36140872747,15384.204597988095,13517.964365163512,7776.072838639472,9140.091283423355,4908.696120851524,7817.470647072734,4325.743693245623,14172.230139240815,12349.523335562955,13909.61138388231,3850.0077619575513,30046.845874349856
SM26,11586.0902435467,3171.977869478029,3991.8123562850396,18831.668423599327,2572.871376374779,11191.084186954518,7546.8932318894085,8697.393182199114,4793.448791558106,11949.44416532396,10018.535723754658,3380.166278062295,16374.208949214893,19988.391966695686,25170.201677119265,11179.038319925796,7987.475938795604,6597.556990026724,7674.443400454642,4296.156535732026,6684.110668703301,7928.209224222244,2111.3176976982063,2190.168923923731,0,2193.8555774523315,8535.418723451832,9956.23911670177,9494.35705750066,10900.923024988348,23449.38128386932,5392.627457812107,9248.293686184114,13473.13687544474,13637.884254428453,7895.992727904414,9260.011172688297,5545.092223919416,8453.866750140625,3580.416253217149,12261.16241669746,10438.4556130196,13839.941469772219,4486.403865025443,28135.778151806506
SM27,10952.559460261406,2525.086167327237,3358.2815729997474,17803.553128661875,1598.199756899318,10557.553403669224,6518.777936951953,8063.8623989138205,5022.135445086707,11315.913382038665,8990.420428817202,2352.0509831248423,15346.093654277438,18960.276671758234,24142.086382181813,10545.507536640502,8723.129113487184,5964.0262067414305,7040.912617169349,5031.809710423607,7419.7638433948805,8663.862398913823,2846.970872389785,2939.1830174808065,2193.8555774523315,0,7507.303428514379,8928.123821764317,8466.241762563206,9872.807730050894,22421.26598893187,4364.512162874653,8220.17839124666,12445.021580507286,13866.570907957053,8124.679381433017,9488.6978262169,6280.745398610995,9189.519924832204,1501.1504791398477,11233.047121760006,9410.340318082146,13206.410686486932,5222.057039717022,27107.662856869058
SM28,18459.862888775784,10032.389595841618,10865.585001514131,12516.005781584841,6033.367740326988,18064.8568321836,1687.0536289862778,15571.165827428205,12529.43887360109,18823.216810553033,1536.560675764816,5212.54734707705,10058.5463072004,13672.72932468121,18854.539035104804,18052.810965154877,16230.432542001565,13471.329635255815,14548.216045683736,12539.113138937986,14927.067271909262,16171.165827428205,10354.274300904164,10446.486445995188,8535.418723451832,7507.303428514379,0,1420.820393249937,3550.336142482091,4585.260382973838,17133.718641854866,3907.3026636450663,2949.8431892606286,7157.474233430233,21373.874336471396,15631.9828099474,16996.001254731276,13788.048827125378,16696.823353346586,8920.58594201019,6263.533253519973,4494.434698001032,20713.714115001283,12729.360468231405,21820.115509792045
SM29,19880.68328202571,11453.209989091556,12286.40539476407,13910.104337103776,7454.188133576926,19485.677225433534,3081.15218450522,16991.98622067814,13950.259266851028,20244.037203802967,1107.952427605901,6633.367740326987,11452.644862719335,15066.827880200144,20248.63759062373,19473.631358404804,17651.2529352515,14892.150028505754,15969.036438933674,13959.933532187924,16347.8876651592,17591.986220678136,11775.094694154102,11867.306839245126,9956.23911670177,8928.123821764317,1420.820393249937,0,3827.465530976618,5979.358938492782,18527.8171973738,5301.401219164008,4343.9417447795695,8551.572788949175,22794.694729721326,17052.80320319733,18416.821647981207,15208.869220375316,18117.643746596514,10341.406335260128,5896.56408649556,5288.533253519973,22134.534508251214,14150.180861481344,23214.21406531098
SM30,19418.801222824604,10991.327929890445,11824.523335562959,15916.341924066926,6992.306074375814,19023.795166232427,5052.965481286323,16530.104161477033,13488.377207649917,19782.15514460186,2720.0060565921794,6171.485681125875,13458.882449682485,17073.06546716329,22254.87517758687,19011.749299203697,17189.37087605039,14430.267969304643,15507.154379732563,13498.051472986814,15886.00560595809,17130.10416147703,11313.212634952992,11405.424780044015,9494.35705750066,8466.241762563206,3550.336142482091,3827.465530976618,0,7985.596525455926,20534.05478433694,6378.780582813389,6350.17933174272,10557.810375912322,22332.812670520216,16590.92114399622,17954.9395887801,14746.987161174202,17655.761687395407,9879.524276059014,2780.1662780622955,1548.9356881873896,21672.652449050103,13688.29880228023,25220.451652274118
SM31,20825.36719031228,12397.893897378133,13231.089303050647,7957.467236341993,8398.872041863502,20430.36113372011,3428.536839877472,17936.67012896471,14894.943175137605,21188.721112089537,6121.821058738655,7622.971537878505,5500.007761957552,9114.19077943836,14296.000489861968,20418.315266691374,18595.936843538075,15836.83393679233,16913.72034722025,14904.617440474502,17292.571573445774,18536.670128964706,12719.77860244068,12811.990747531703,10900.923024988348,9872.807730050894,4585.260382973838,5979.358938492782,7985.596525455926,0,12575.180096612028,5663.132699844681,1652.6293388042336,2598.93568818739,23739.378638007904,17997.4871114839,19361.505556267784,16153.553128661883,19062.32765488309,11286.090243546696,10752.401884652721,8929.695080974867,23079.218416537788,15094.86476976791,17261.576964549226
SM32,19245.200912249995,24946.35215625909,25779.547561931595,4617.712860270035,20947.330300744492,24163.4788988922,15976.9950987585,22143.407666237545,27443.401434018557,22644.787894136793,18670.279317619672,20171.429796759505,7137.30436901044,3478.201462264689,1720.820393249937,19755.525706417022,31144.39510241903,24283.32661500641,25161.441909943864,27453.075699355457,29841.029832326727,31085.12838784566,25268.23686132165,25360.44900641267,23449.38128386932,22421.26598893187,17133.718641854866,18527.8171973738,20534.05478433694,12575.180096612028,0,18211.590958725705,14201.087597685266,10002.966246155633,27090.45147664734,27934.070308251972,29298.08875303584,28702.01138754285,31610.785913764055,23834.54850242769,23300.86014353372,21478.153339855868,25924.711194132473,27643.323028648883,4686.396867937198
SM33,15317.071623136066,6889.598330201892,7722.793735874406,13593.87809845568,2890.5764746872633,14922.065566543886,2309.1029067457484,12428.37456178848,9386.647607961366,15680.425544913325,5443.863339409881,2114.675970702269,11136.418624071239,14750.601641552048,19932.411351975636,14910.019699515162,13087.641276361837,10328.53836961609,11405.42478004401,9396.321873298259,11784.276006269534,13028.374561788478,7211.483035264437,7303.69518035546,5392.627457812107,4364.512162874653,3907.3026636450663,5301.401219164008,6378.780582813389,5663.132699844681,18211.590958725705,0,4010.503361040449,8235.346550301074,18231.083070831693,12489.191544307676,13853.20998909156,10645.257561485654,13554.032087706864,5777.794676370467,9145.585942010192,7322.879138332331,17570.922849361577,9586.569202591681,22897.987826662884
SM34,19172.73785150806,10745.2645585739,11578.459964246413,9583.374737415228,6746.242703059268,18777.731794915882,1775.907501073238,16284.040790160487,13242.313836333371,19536.091773285312,4486.403865025446,5970.34219907427,7125.915263030788,10740.098280511596,15921.907990935204,18765.685927887153,16943.307504733843,14184.204597988097,15261.091008416017,13251.988101670267,15639.942234641543,16884.040790160485,11067.149263636446,11159.36140872747,9248.293686184114,8220.17839124666,2949.8431892606286,4343.9417447795695,6350.17933174272,1652.6293388042336,14201.087597685266,4010.503361040449,0,4224.8431892606295,22086.749299203675,16344.857772679674,17708.876217463556,14500.923789857652,17409.698316078862,9633.460904742466,9116.984690939515,7294.27788726166,21426.58907773356,13442.23543096368,18887.484465622456
SM35,23397.581040768655,14970.107747834525,15803.303153507039,5385.253385885596,10971.085892319894,23002.5749841765,6000.750690333864,20508.883979421083,17467.15702559399,23760.93496254591,8694.034909195048,10195.185388334896,2927.793911501157,6541.976928981964,11723.78663940557,22990.529117147747,21168.150693994452,18409.047787248717,19485.934197676637,17476.831290930884,19864.78542390215,21108.883979421083,15291.992452897071,15384.204597988095,13473.13687544474,12445.021580507286,7157.474233430233,8551.572788949175,10557.810375912322,2598.93568818739,10002.966246155633,8235.346550301074,4224.8431892606295,0,26311.592488464285,20569.70096194028,21933.719406724165,18725.766979118267,21634.54150533947,13858.304094003093,13324.615735109119,11501.908931431264,25651.43226699417,17667.0786202243,14689.363114092834
SM38,8230.90997130792,11882.47499829954,10982.47499829954,31670.12403661886,15411.326989394383,3801.2366464670845,20385.348844908982,7630.9099713079195,8879.845659495311,4594.677676067639,22856.991336774205,16218.621891081899,29212.66456223443,30568.652938912008,27957.17766560514,8310.089578057981,14902.645627588647,8398.615069620402,7264.433757504968,10667.799792466587,13599.280357496344,14499.44493019327,12123.372856423108,13517.964365163512,13637.884254428453,13866.570907957053,21373.874336471396,22794.694729721326,22332.812670520216,23739.378638007904,27090.45147664734,18231.083070831693,22086.749299203675,26311.592488464285,0,5741.891526524036,7018.042005663884,10906.653664553545,15025.102456111656,15213.87016087138,25099.618029717003,23276.911226039152,5124.679381433014,12238.784758413447,30199.875766829347
SM40,8706.081541093083,7236.818412877218,6336.818412877218,25928.23251009486,9669.435462870346,6668.613364255031,14643.457318384977,5817.384479745498,3137.954132971273,8221.728659192486,17115.09981025022,10476.730364557861,23470.773035710426,27084.956053191218,28800.796497209772,8299.029617472179,9160.75410106461,3832.302663645068,3165.333496620654,4925.908265942546,7857.388830972305,8757.553403669228,6381.4813298990675,7776.072838639472,7895.992727904414,8124.679381433017,15631.9828099474,17052.80320319733,16590.92114399622,17997.4871114839,27934.070308251972,12489.191544307676,16344.857772679674,20569.70096194028,5741.891526524036,0,1394.5915087404032,5164.762138029505,9283.210929587614,9471.978634347339,19357.726503193007,17535.019699515156,9317.470647072736,6496.893231889407,31043.49459843403
SM41,10070.099985876966,8600.8368576611,7700.8368576611,27292.250954878742,11033.45390765423,8032.631809038917,16007.47576316886,7181.402924529381,4501.972577755156,9585.74710397637,18479.11825503409,11840.748809341745,24834.79148049431,28448.9744979751,30164.81494199364,9663.048062256063,10524.772545848491,5196.32110842895,4529.351941404538,6289.926710726431,9221.407275756188,10121.571848453112,7745.499774682951,9140.091283423355,9260.011172688297,9488.6978262169,16996.001254731276,18416.821647981207,17954.9395887801,19361.505556267784,29298.08875303584,13853.20998909156,17708.876217463556,21933.719406724165,7018.042005663884,1394.5915087404032,0,6528.780582813389,10647.229374371498,10835.997079131223,20721.744947976884,18899.038144299033,10681.48909185662,7860.9116766732905,32407.513043217907
